DATE,AIRTMAX,AIRTMIN,RAIN
1951-06-08,24.01999946,12.95999971,0
1951-06-09,26.8799994,13.5899997,0
1951-06-10,29.04999935,14.49999968,0
1951-06-11,30.62999932,17.01999962,0
1951-06-12,33.63999925,17.07999962,0
1951-06-13,32.48999927,17.13999962,0
1951-06-14,30.58999932,18.46999959,0
1951-06-15,28.77999936,17.7799996,0
1951-06-16,25.73999942,16.74999963,0
1951-06-17,24.75999945,15.06999966,0
1951-06-18,30.22999932,14.33999968,0
1951-06-19,31.94999929,15.14999966,0
1951-06-20,28.80999936,17.00999962,0
1951-06-21,26.15999942,17.27999961,0
1951-06-22,25.34999943,13.5099997,0
1951-06-23,25.87999942,13.07999971,0
1951-06-24,27.53999938,14.61999967,0
1951-06-25,30.61999932,15.41999966,0
1951-06-26,32.14999928,16.21999964,0
1951-06-27,30.37999932,17.36999961,0
1951-06-28,31.59999929,17.7899996,0
1951-06-29,30.51999932,16.64999963,0
1951-06-30,26.58999941,15.58999965,0
1951-07-01,30.33999932,16.69999963,0
1951-07-02,27.56999938,17.09999962,0
1951-07-03,24.93999944,17.7299996,0
1951-07-04,26.9599994,16.55999963,0
1951-07-05,26.9599994,15.62999965,0
1951-07-06,26.15999942,16.36999963,0
1951-07-07,26.57999941,16.67999963,0
1951-07-08,27.81999938,16.14999964,0
1951-07-09,26.39999941,16.07999964,0
1951-07-10,26.8399994,16.25999964,0
1951-07-11,26.39999941,15.73999965,0
1951-07-12,27.54999938,14.86999967,0
1951-07-13,24.19999946,15.69999965,0
1951-07-14,25.66999943,15.63999965,0
1951-07-15,28.12999937,17.03999962,0
1951-07-16,25.49999943,16.51999963,0
1951-07-17,25.94999942,15.94999964,0
1951-07-18,27.74999938,16.00999964,0
1951-07-19,29.69999934,16.13999964,0
1951-07-20,29.43999934,16.45999963,0
1951-07-21,29.82999933,16.42999963,0
1951-07-22,29.92999933,16.74999963,0
1951-07-23,33.04999926,17.19999962,0
1951-07-24,34.00999924,18.0799996,0
1951-07-25,30.70999931,19.69999956,0
1951-07-26,33.81999924,19.66999956,0
1951-07-27,33.97999924,19.55999956,0
1951-07-28,28.88999935,20.58999954,0
1951-07-29,28.08999937,17.9599996,0
1951-07-30,26.21999941,17.12999962,0
1951-07-31,26.7499994,17.36999961,0
1951-08-01,27.66999938,17.15999962,0
1951-08-02,29.03999935,16.26999964,0
1951-08-03,27.97999937,17.46999961,0
1951-08-04,27.20999939,17.8999996,0
1951-08-05,26.7099994,16.26999964,0
1951-08-06,25.78999942,17.03999962,0
1951-08-07,26.56999941,15.66999965,0
1951-08-08,27.06999939,16.45999963,0
1951-08-09,29.15999935,17.7099996,0
1951-08-10,31.77999929,15.22999966,0
1951-08-11,29.46999934,16.87999962,0
1951-08-12,27.10999939,16.08999964,0
1951-08-13,29.27999935,16.12999964,0
1951-08-14,29.35999934,15.24999966,0
1951-08-15,29.30999934,16.06999964,0
1951-08-16,31.70999929,16.32999963,0
1951-08-17,32.26999928,16.84999962,0
1951-08-18,30.26999932,17.9899996,0
1951-08-19,27.21999939,17.8399996,0
1951-08-20,30.87999931,17.38999961,0
1951-08-21,33.70999925,17.58999961,0
1951-08-22,33.23999926,18.77999958,0
1951-08-23,29.00999935,18.85999958,0
1951-08-24,28.49999936,18.15999959,0
1951-08-25,28.31999937,16.28999964,0
1951-08-26,26.6799994,15.02999966,0
1951-08-27,25.39999943,15.36999966,0
1951-08-28,25.45999943,14.57999967,0
1951-08-29,25.88999942,16.28999964,0
1951-08-30,26.8199994,16.89999962,0
1951-08-31,28.31999937,15.90999964,0
1951-09-01,31.06999931,15.17999966,0
1951-09-02,33.37999925,17.9999996,0
1951-09-03,32.87999927,18.72999958,0
1951-09-04,29.79999933,18.79999958,0
1951-09-05,28.82999936,17.01999962,0
1951-09-06,29.77999933,15.59999965,0
1951-09-07,27.76999938,16.51999963,0
1951-09-08,25.13999944,17.51999961,0
1951-09-09,26.07999942,16.36999963,0.400000006
1951-09-10,27.0199994,17.03999962,0.600000009
1951-09-11,27.95999938,16.74999963,0
1951-09-12,26.01999942,16.51999963,0
1951-09-13,26.8299994,16.44999963,0
1951-09-14,28.97999935,14.77999967,0
1951-09-15,31.91999929,14.68999967,0
1951-09-16,34.23999923,18.15999959,0
1951-09-17,33.01999926,19.69999956,0
1951-09-18,32.12999928,17.9899996,0
1951-09-19,32.76999927,19.13999957,0
1951-09-20,27.96999937,18.60999958,0
